nm       Rad_ref     Rad_target  Reflectance
849.7    23447.52    18388.96    78.43
850.9    23459.28    18391.68    78.40
852.1    23454.61    18381.98    78.37
853.3    23458.97    18388.49    78.39
854.5    23461.35    18399.15    78.42
855.7    23445.99    18411.72    78.53
856.9    23437.75    18403.40    78.52
858.1    23447.16    18400.36    78.48
859.3    23451.44    18385.07    78.40
860.5    23438.38    18395.79    78.49
861.8    23437.62    18394.63    78.48
863.0    23451.12    18399.00    78.46
864.2    23444.91    18403.70    78.50
865.4    23464.92    18415.18    78.48
866.6    23500.49    18431.76    78.43
867.8    23498.57    18444.29    78.49
869.0    23513.27    18466.67    78.54
870.2    23541.36    18469.22    78.45
871.4    23584.39    18493.49    78.41
872.6    23606.44    18526.78    78.48
873.8    23630.03    18548.83    78.50
875.0    23663.24    18589.57    78.56
876.1    23705.02    18624.16    78.57
877.3    23754.78    18656.82    78.54
878.5    23812.87    18700.79    78.53
879.7    23857.48    18747.68    78.58
880.9    23898.45    18770.33    78.54
882.1    23956.10    18814.55    78.54
883.3    24005.87    18839.06    78.48
884.5    24070.62    18869.57    78.39
885.6    24132.04    18930.06    78.44
886.8    24171.71    18983.80    78.54
888.0    24210.56    19014.20    78.54
889.2    24283.74    19044.61    78.43
890.4    24347.60    19077.67    78.36
891.5    24426.11    19148.39    78.39
892.7    24485.46    19209.91    78.45
893.9    24541.00    19254.60    78.46
895.1    24625.86    19285.51    78.31
896.2    24710.60    19330.64    78.23
897.4    24783.17    19404.48    78.30
898.6    24835.36    19459.28    78.35
899.8    24906.24    19528.43    78.41
900.9    24991.30    19564.02    78.28
902.1    25042.16    19569.96    78.15
903.3    25095.04    19623.51    78.20
904.4    25140.65    19660.81    78.20
905.6    25175.30    19703.50    78.27
906.8    25216.80    19752.10    78.33
